Generation,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
35,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474
36,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474
37,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474
38,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474,0.0007682787595193474
39,0.0005049017498492958,0.0005049017498492958,0.0005049017498492958,0.0005049017498492958,0.0005049017498492958,0.0005049017498492958,0.0005049017498492958,0.0005049017498492958,0.0005049017498492958,0.0005049017498492958
40,0.00038466880640442014,0.00038466880640442014,0.00038466880640442014,0.00038466880640442014,0.00038466880640442014,0.00038466880640442014,0.00038466880640442014,0.00038466880640442014,0.00038466880640442014,0.00038466880640442014
41,3.8974595383933774e-05,3.8974595383933774e-05,3.8974595383933774e-05,3.8974595383933774e-05,3.8974595383933774e-05,3.8974595383933774e-05,3.8974595383933774e-05,3.8974595383933774e-05,3.8974595383933774e-05,3.8974595383933774e-05
42,3.8974595383933774e-05,3.8974595383933774e-05,3.8974595383933774e-05,3.8974595383933774e-05,3.8974595383933774e-05,3.8974595383933774e-05,3.8974595383933774e-05,3.8974595383933774e-05,3.8974595383933774e-05,3.8974595383933774e-05
43,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06
44,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06
45,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06
46,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06
47,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06,3.932520332483591e-06
48,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07
49,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07
50,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07
51,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07
52,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07
53,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07,6.661887574921366e-07
54,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07
55,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07
56,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07,1.602758494811951e-07
57,1.1113101905380063e-07,1.1113101905380063e-07,1.1113101905380063e-07,1.1113101905380063e-07,1.1113101905380063e-07,1.1113101905380063e-07,1.1113101905380063e-07,1.1113101905380063e-07,1.1113101905380063e-07,1.1113101905380063e-07
58,1.1113101905380063e-07,1.1113101905380063e-07,1.1113101905380063e-07,1.1113101905380063e-07,1.1113101905380063e-07,1.1113101905380063e-07,1.1113101905380063e-07,1.1113101905380063e-07,1.1113101905380063e-07,1.1113101905380063e-07
59,7.011071900819843e-08,7.011071900819843e-08,7.011071900819843e-08,7.011071900819843e-08,7.011071900819843e-08,7.011071900819843e-08,7.011071900819843e-08,7.011071900819843e-08,7.011071900819843e-08,7.011071900819843e-08
60,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08
61,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08
62,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08
63,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08
64,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08
65,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08
66,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08
67,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08,2.988485192645385e-08
68,1.4818969162888607e-08,1.4818969162888607e-08,1.4818969162888607e-08,1.4818969162888607e-08,1.4818969162888607e-08,1.4818969162888607e-08,1.4818969162888607e-08,1.4818969162888607e-08,1.4818969162888607e-08,1.4818969162888607e-08
69,1.4818969162888607e-08,1.4818969162888607e-08,1.4818969162888607e-08,1.4818969162888607e-08,1.4818969162888607e-08,1.4818969162888607e-08,1.4818969162888607e-08,1.4818969162888607e-08,1.4818969162888607e-08,1.4818969162888607e-08
70,1.0774915182309996e-08,1.0774915182309996e-08,1.0774915182309996e-08,1.0774915182309996e-08,1.0774915182309996e-08,1.0774915182309996e-08,1.0774915182309996e-08,1.0774915182309996e-08,1.0774915182309996e-08,1.0774915182309996e-08
71,1.0774915182309996e-08,1.0774915182309996e-08,1.0774915182309996e-08,1.0774915182309996e-08,1.0774915182309996e-08,1.0774915182309996e-08,1.0774915182309996e-08,1.0774915182309996e-08,1.0774915182309996e-08,1.0774915182309996e-08
72,2.4995863157073472e-09,2.4995863157073472e-09,2.4995863157073472e-09,2.4995863157073472e-09,2.4995863157073472e-09,2.4995863157073472e-09,2.4995863157073472e-09,2.4995863157073472e-09,2.4995863157073472e-09,2.4995863157073472e-09
73,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11
74,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11
75,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11
76,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11
77,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11
78,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11
79,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11
80,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11
81,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11
82,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11
83,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11
84,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11
85,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11
86,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11
87,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11
88,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11
89,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11,6.131628538241785e-11
90,6.114575512583542e-11,6.114575512583542e-11,6.114575512583542e-11,6.114575512583542e-11,6.114575512583542e-11,6.114575512583542e-11,6.114575512583542e-11,6.114575512583542e-11,6.114575512583542e-11,6.114575512583542e-11
91,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11
92,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11
93,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11,3.0809133022557944e-11
94,1.2395418025334948e-11,1.2395418025334948e-11,1.2395418025334948e-11,1.2395418025334948e-11,1.2395418025334948e-11,1.2395418025334948e-11,1.2395418025334948e-11,1.2395418025334948e-11,1.2395418025334948e-11,1.2395418025334948e-11
95,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12
96,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12
97,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12
98,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12
99,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12
100,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12,1.922018100231071e-12
